, LightValue,time
0:00:00,989,640
0:00:00,989,640.1
0:00:00,989,640.2
0:00:00,989,640.3
0:00:00,989,640.4
0:00:00,989,640.5
0:00:00,989,640.6
0:00:00,989,640.7
0:00:00,989,640.8
0:00:00,989,640.9
0:00:00,990,641
0:00:00,989,641.1
0:00:00,989,641.2
0:00:00,989,641.3
0:00:00,989,641.4
0:00:00,990,641.5
0:00:00,990,641.6
0:00:00,990,641.7
0:00:00,990,641.8
0:00:00,990,641.9
0:00:00,989,642
0:00:00,989,642.1
0:00:00,990,642.2
0:00:00,989,642.3
0:00:00,989,642.4
0:00:00,989,642.5
0:00:00,990,642.6
0:00:00,989,642.7
0:00:00,989,642.8
0:00:00,989,642.9
0:00:00,990,643
0:00:00,990,643.1
0:00:00,990,643.2
0:00:00,989,643.3
0:00:00,990,643.4
0:00:00,990,643.5
0:00:00,990,643.6
0:00:00,990,643.7
0:00:00,990,643.8
